CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
start_up_desc;It all began with the Industrial Revolution in England which eventually spread across Europe, the Americas, and parts of East Asia and Southern Africa. The Industrial Revolution completely transformed affected societies, boosting productivity and greatly increasing the standard of living. However, the Industrial Revolution also brought about the Scramble for Africa and the Social Darwinist mentality that led Europe to subjugate much of Africa, Asia, and Oceania in the name of development, often referred to as the White Man’s Burden. Likewise, the Industrial Revolution brought with it the militarism that contributed to the outbreak of the First World War between the Allies and the Central Powers, and, later, the Second World War between the Allies and the Axis. By 1945, only two super powers remained, the United States and the Soviet Unions, and by the 1950s, a nuclear arms race paved the way for the Cold War where mutual assured destruction was just a button away at any given time. Ultimately, the Cold War ended with the collapse of the Soviet Union and the Eastern Bloc, and although the spectre of nuclear war no longer looms on the horizon, the conflicts that these weapons deter is a grim reminder of human brutality and the consequences of unhindered military-industrialism.;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
start_up_title;The Last Two Centuries;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_bond_monetary_mechanism;State Bond Monetary Mechanism;Mécanisme monétaire d'emprunts d'État;Staatsanleihen-Währungssystem;;Mecanismo monetario de Bonos del Estado;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_bond_monetary_mechanism_desc;By regulating a sound state bond system, the government could lend money internally and get control of currency flows. This was one important measure to get a stable monetary system.;En instaurant un système d'emprunts d'État, le gouvernement a pu prêter de l'argent et contrôler les flux monétaires. Cette mesure a fortement stabilisé le système monétaire.;Durch die Regulierung eines stimmigen Staatsanleihen-Währungssystems konnte Geld national geliehen und Währungsschwankungen unter Kontrolle gebracht werden. Dies war eine wichtige Maßnahme zur Etablierung eines stabilen Währungssystems.;;Mediante la regulación de un sólido sistema de bonos del estado, el gobierno podía hacer préstamos a nivel interno y obtener el control del flujo de dinero. Se trataba de una medida importante para que el sistema monetario fuera estable.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_capitalism;State Capitalism;Capitalisme d'État;Staatskapitalismus;;Capitalismo de Estado;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_capitalism_desc;The State controls the commanding heights of the economy but limited free enterprise is allowed.;L'État contrôle les sphères dirigeantes de l'économie, mais une certaine libre entreprise est autorisée.;Der Staat steuert die Wirtschaft, freie Marktwirtschaft wird aber mit Einschränkungen gestattet.;;El Estado controla las instancias directivas de la economía, pero se permite un cierto grado de libre empresa.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_capitalism_l;State Capitalism;Capitalisme d'État;Staatskapitalismus;;Capitalismo de Estado;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_controlled;State Controlled;Contrôlés par l'État;Staatlich kontrolliert;;Estatales;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_controlled_desc;The government controls the trade unions.;Le gouvernement contrôle les syndicats.;Die Gewerkschaften werden von der Regierung kontrolliert.;;El gobierno controla los sindicatos.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_controlled_l;State Controlled Trade Unions;Syndicats contrôlés par l'État;Staatlich kontrollierte Gewerkschaften;;Sindicatos controlados por el Estado;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_education;State Education;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_education_desc;A number of state-run educational facilities have appeared, increasing not only our ability to educate the people but also increasing the number of loyal citizens in the next generation.;;;;;;;;;;;;x,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open_opinion;Qualified State Elections;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open_opinion_desc;Each Upper House member is elected by the people to represent a state in the country. However, each state, regardless of its population size, is equally represented in the Upper House. The members of this assembly must fulfil some threshold requirements such as meeting a required age and having a certain educational attainment.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open_opinion_l;Qualified State Elections;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_equal_weight;Two per State;Deux par État;Zwei pro Staat;;Dos por estado;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_equal_weight_desc;Each state has two votes to appoint representatives to the Upper House.;Chaque État dispose de deux votes pour nommer les représentants de la Chambre haute.;Jeder Staat hat zwei Stimmen zur Ernennung von Oberhausvertretern.;;Cada estado puede nombrar a dos representantes en la cámara alta.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_equal_weight_l;Two per state in UH;Égalité de tous les États à la Chambre haute;Alle Regionen im OH gleich;;Dos escaños por estado en la CA ;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_ideologue;State Ideologue;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_n_government;State & Government;État et Gouvernement;Staat & Regierung;;Estado y Gobierno;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_n_government_desc;State & Government;État et Gouvernement;Staat & Regierung;;Estado y Gobierno;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_press;State Press Only;Presse d'État uniquement;Nur Staatspresse;;Solo prensa estatal;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_press_desc;Only state-controlled press is allowed.;Seule la presse contrôlée par l'État est autorisée.;Nur staatlich-kontrollierte Presse ist gestattet.;;Sólo se permite la prensa controlada por el Estado.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_press_l;State Press Only;Presse d'État uniquement;Nur Staatspresse;;Solo prensa estatal;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_provided_child_care;Generous Child Care;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_provided_child_care_desc;Massive state subsidies for raising children are so high that parents no longer need to consider the costs of child care.;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_provided_child_care_l;Generous Child Care;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statistical_learning_methods;Statistical Learning Methods;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status_quo;Status Quo;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status_quo_desc;Attempt to intervene in a war, neglecting any side to fulfill their §Ywargoals§W;Tenter de participer à une guerre en négligeant les différents camps pour atteindre les §Yobjectifs de guerre§W;Versuchen Sie, in einen Krieg zu intervenieren und beiden Seiten die Erreichung ihrer §YKriegsziele§W zu verwehren.;;Intentar intervenir en una guerra, evitando que ninguno de los bandos cumplan con sus §Yobjetivos bélicos§W;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status_quo_setup;All we ask is to be left alone;Nous demandons juste à ce qu'on nous laisse tranquilles.;Wir wollen nur in Ruhe gelassen werden.;;Lo único que pedimos es que nos dejen en paz;;;;;;;;x;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status_quo_short;Status Quo;Statu quo;Status Quo;;Mantener el statu quo;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statuto_albertino_desc;The Albertine Statute was a constitution enacted in the Kingdom of Sardinia-Piedmont, in response to concerning revolutionary activity in the country, on the 4th of March, 1848. The Statue formalized the absolute monarchy of Sardinia-Piedmont, and would later be used, although in modified forms, as the basis for the Italian constitution all the way up until 1948.;Le Statut albertin est une constitution adoptée le 4 mars 1848 par le Royaume de Piémont-Sardaigne en réaction à l'inquiétante activité révolutionnaire que connaissait le pays. Le Statut mit fin à la monarchie absolue de Piémont-Sardaigne et servit plus tard de base à la constitution italienne de 1948.;Die Statuto Albertino war eine Verfassung, die im Königreich Sardinien-Piedmont am 4. März 1848 als Reaktion auf die reaktionären Aktivitäten im Land verabschiedet wurde. Diese Verfassung, in der die Monarchie von Sardinien-Piedmont formalisiert wurde, fungierte, wenn auch in modifizierter Verfassung, bis 1948 als Grundlage der italienischen Verfassung.;;El Estatuto Albertino fue una constitución promulgada en el Reino de Cerdeña-Piamonte el 4 de marzo de 1848 como respuesta a la preocupación por la actividad revolucionaria en el país. El Estatuto formalizaba la monarquía absoluta de Cerdeña-Piamonte y sería utilizado posteriormente, aunque con modificaciones, como base para la Constitución italiana de 1948.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statuto_albertino_title;The Statuto Albertino;Le Statut albertin;Die Statuto Albertino;;El Estatuto Albertino;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steadfast;Steadfast;Inébranlable;Solide;;Categórico;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stealth_aircraft;Stealth Aircraft;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_transport;Amphibious Assault Ship;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_transport_short;AAS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_turbine;Steam Turbine;Turbine à vapeur;Dampfturbine;;Turbina vapor;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_turbine_desc;Steam Turbine;Turbine à vapeur;Dampfturbine;;Turbina vapor;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_turbine_ships;Steam Turbine Ships;Bateaux à turbine à vapeur;Dampfturbinenschiffe;;Barcos turbina vapor;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam_turbine_ships_desc;Steam Turbine Ships;Bateaux à turbine à vapeur;Dampfturbinenschiffe;;Barcos turbina vapor;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_automatic_construction_plants;Steamer Automatic Construction Plants;Usines de production automatisée de bateaux à vapeur;Automatisierte Dampfschiffwerften;;Plantas automatizadas de producción de vapores;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_automatic_construction_plants_desc;These huge plants had movable machines that travelled between each dock adding parts to the hull of the future steamer.;Ces usines géantes comportaient des machines mobiles qui se déplaçaient d'un bassin à l'autre pour réaliser les coques des bateaux à vapeur en construction.;In diesen riesigen Werften kamen mobile Maschinen zum Einsatz, die sich von Dock zu Dock bewegten und dort einen weiteren Rumpfteil der im Bau befindlichen Dampfschiffe hinzufügten.;;Estas plantas contaban con maquinaria móvil que se desplazaba entre los muelles añadiendo partes al casco de los futuros vapores.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_convoy;Steamer Convoys;Convoi de bateaux à vapeur;Dampfer-Konvoi;;Convoy de vapores;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_shipyard;Steamer Shipyard;Chantier à bateaux à vapeur;Dampferwerft;;Astillero de vapores;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_shipyard_desc;Steamers are a huge improvement over clippers because they are independent from wind and can also be built bigger and sturdier. Steel and coal are the prerequisites for steamers.;Les bateaux à vapeur (steamers), constituent un progrès majeur par rapport aux bateaux à voile (clippers), car ils ne dépendent pas du vent. De plus, ils peuvent être plus grands et plus robustes. L'acier et le charbon sont indispensables aux bateaux à vapeur.;Dampfer stellen eine gewaltige Verbesserung gegenüber den Klippern dar, da sie windunabhängig und größer sind und stabiler gebaut werden können. Für den Dampferbau sind Stahl und Kohle erforderlich.;;Los vapores representan un gran avance sobre los clíperes porque no necesitan del viento y se pueden construir más grandes y recios. Acero y carbón son los prerrequisitos de los vapores.;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_shipyards;Steamer Shipyards;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_shipyards_desc;The construction of shipyards capable of producing steamships is now within the realm of possibility.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_transports;Steamer Transports;Transports à vapeur;Dampf-Transporter;;Transportes vapor;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamer_transports_desc;Steamer Transports are the replacement for clipper transports. They replaced the traditional sails with steam propulsion and therefore had much greater speed and reliability.;Les transports à vapeur remplacent les voiliers de transport. Ils n'utilisent plus de voiles mais des moteurs à vapeur, et sont donc plus rapides et plus fiables.;Dampf-Transporter sind der Ersatz für Klipper-Transporter. Sie ersetzten die traditionellen Segel durch Dampfantrieb und waren daher schneller und zuverlässiger.;;Los vapores de transporte son el sustituto de los clíperes de transporte. Sustituyeron las velas tradicionales por la propulsión a vapor, por lo que eran mucho más veloces y fiables.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamers;Steamers;Bateaux à vapeur;Dampfschiffe;;Vapores;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamers_desc;Steamers;Bateaux à vapeur;Dampfschiffe;;Vapores;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel;Steel;Acier;Stahl;;Acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_alloys;Steel Alloys;Alliages d'acier;Metalllegierungen;;Aleaciones del acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_alloys_desc;This meant adding small amounts of other metals to the iron during the steel-making process. The effect was that it was now possible to tailor the attributes of the metal and make different kind of steel for different kinds of uses.;On ajoutait au fer des petites quantités de différents métaux lors du processus de fabrication de l'acier. On a ainsi pu modifier les différentes caractéristiques du métal et fabriquer des types d'acier adaptés aux différentes utilisations.;Dies bedeutete, dass dem Eisen während der Stahlproduktion kleine Mengen anderer Metalle hinzugefügt wurden. Als Konsequenz daraus wurde es möglich, die Attribute von Metall zu verändern und so verschiedene Stahlsorten für bestimmte Zwecke herzustellen.;;Esto significaba añadir pequeñas cantidades de otros metales al hierro durante el proceso de fabricación del acero. Como consecuencia de ello, ahora se podían confeccionar a medida las características del metal y crear tipos distintos de acero para usos distintos.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_breech_loaded_artillery;Steel Breech-loaded Artillery;Artillerie en acier à culasse;Hinterladergeschütz, Eisen;;Artillería postcarga (acero);;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_breech_loaded_artillery_desc;Steel Breech-loaded Artillery;Artillerie en acier à culasse;Hinterladergeschütz, Eisen;;Artillería postcarga (acero);;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_factory;Steel Factory;Aciérie;Stahlfabrik;;Fábrica de acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_factory_desc;Here, Iron and Coal are used to produce steel. Steel is used to produce weapons, railways, and a wide range of other buildings and items.;Du fer et du charbon sont ici utilisés pour produire de l'acier. L'acier permet de fabriquer des armes, des voies ferrées ainsi qu'un large éventail de bâtiments et autres éléments.;Hier werden Eisen und Kohle zur Stahlproduktion eingesetzt. Stahl wird bei der Produktion Bau von Waffen, Eisenbahnschienen und einer breiten Palette anderer Gebäude und Gegenstände eingesetzt.;;Aquí se produce acero utilizando hierro y carbón. El acero se utiliza para fabricar armas, ferrocarriles y un gran abanico de edificios y objetos.;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_machine_parts_factory;Steel Machine Parts Factory;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_machine_parts_factory_desc;Machine parts are very important tools for every industrial plant. Steel and Coal are required to produce them.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_railroad;Steel Railroad;Rails en acier;Eisenbahn (Stahl);;Ferrocarril de acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_railroad_desc;Steel Railroad;Rails en acier;Eisenbahn (Stahl);;Ferrocarril de acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_small_arms_production;Steel Small Arms Production;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_small_arms_production_desc;We have developed means of producing new firearms. These should be communicated to our factories, so they may be mass-produced.;;;;;;;;;;;;x,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_steamers;Steel Steamers;Bateaux à vapeur en acier;Stahldampfer;;Vapores acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steel_steamers_desc;Steel Steamers;Bateaux à vapeur en acier;Stahldampfer;;Vapores acero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steelworks;Steelworks;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steelworks_desc;A refinery capable of mass-producing quality steel is one of the most expensive and important abilities for a nation seeking to truly industrialize.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steppe;Steppe;Steppe;Steppe;;Estepa;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steve_keen;Steve Keen;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
